<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
3/11/2026,18:00:00,6789.00,6792.75,6785.75,6791.50,10840
3/11/2026,18:15:00,6791.50,6793.00,6778.75,6787.25,11990
3/11/2026,18:30:00,6787.25,6791.50,6779.00,6779.75,8905
3/11/2026,18:45:00,6779.50,6780.00,6765.00,6766.25,15525
3/11/2026,19:00:00,6766.25,6778.75,6764.75,6778.75,10872
3/11/2026,19:15:00,6778.75,6779.75,6766.00,6768.50,11545
3/11/2026,19:30:00,6768.75,6775.25,6765.00,6772.50,8145
3/11/2026,19:45:00,6772.50,6781.25,6772.00,6778.25,6152
3/11/2026,20:00:00,6778.50,6781.25,6775.00,6777.75,4552
3/11/2026,20:15:00,6777.75,6779.75,6770.50,6774.50,8405
3/11/2026,20:30:00,6774.00,6782.50,6774.00,6782.00,5289
3/11/2026,20:45:00,6782.00,6788.25,6781.75,6786.75,5867
3/11/2026,21:00:00,6786.75,6786.75,6771.25,6776.50,7125
3/11/2026,21:15:00,6776.75,6778.75,6774.25,6774.25,3519
3/11/2026,21:30:00,6774.50,6777.00,6768.00,6768.75,5713
3/11/2026,21:45:00,6768.50,6769.50,6755.50,6761.75,10263
3/11/2026,22:00:00,6762.00,6763.75,6757.00,6762.00,5229
3/11/2026,22:15:00,6762.00,6768.00,6761.25,6762.75,4496
3/11/2026,22:30:00,6762.75,6765.25,6759.75,6760.75,2944
3/11/2026,22:45:00,6760.75,6761.75,6756.00,6758.00,4652
3/11/2026,23:00:00,6758.00,6763.00,6756.75,6762.75,3013
3/11/2026,23:15:00,6762.50,6767.75,6761.50,6766.50,3206
3/11/2026,23:30:00,6766.25,6770.00,6765.25,6767.75,2369
3/11/2026,23:45:00,6767.75,6768.25,6759.50,6759.75,2956
3/12/2026,00:00:00,6759.75,6762.50,6759.00,6760.25,1880
3/12/2026,00:15:00,6760.00,6773.00,6760.00,6769.75,7032
3/12/2026,00:30:00,6770.00,6771.25,6766.25,6768.25,2688
3/12/2026,00:45:00,6768.00,6772.00,6766.25,6770.75,3782
3/12/2026,01:00:00,6771.00,6771.75,6763.00,6770.50,5520
3/12/2026,01:15:00,6770.75,6770.75,6765.50,6767.00,2776
3/12/2026,01:30:00,6767.25,6775.50,6767.25,6774.25,5103
3/12/2026,01:45:00,6774.75,6777.75,6773.25,6777.25,2480
3/12/2026,02:00:00,6777.50,6781.50,6776.50,6780.25,3087
3/12/2026,02:15:00,6780.25,6784.25,6780.00,6784.00,3765
3/12/2026,02:30:00,6784.00,6788.00,6782.50,6786.50,4742
3/12/2026,02:45:00,6786.50,6787.25,6781.00,6786.25,4451
3/12/2026,03:00:00,6786.50,6796.25,6782.50,6796.00,7446
3/12/2026,03:15:00,6795.75,6806.50,6795.25,6800.00,15200
3/12/2026,03:30:00,6800.00,6804.00,6795.25,6795.25,8039
3/12/2026,03:45:00,6795.25,6800.00,6789.75,6799.50,9372
3/12/2026,04:00:00,6799.50,6803.50,6795.25,6799.50,8669
3/12/2026,04:15:00,6799.75,6801.50,6788.50,6789.75,9361
3/12/2026,04:30:00,6789.75,6793.75,6783.50,6793.50,9756
3/12/2026,04:45:00,6793.50,6806.50,6792.75,6805.00,12546
3/12/2026,05:00:00,6805.00,6808.50,6801.75,6807.00,10295
3/12/2026,05:15:00,6807.00,6809.75,6801.25,6805.25,10213
3/12/2026,05:30:00,6805.00,6805.25,6799.75,6801.00,6991
3/12/2026,05:45:00,6801.00,6810.25,6798.50,6800.50,14954
3/12/2026,06:00:00,6800.25,6804.25,6796.25,6798.50,8901
3/12/2026,06:15:00,6798.25,6799.25,6791.75,6793.00,9039
3/12/2026,06:30:00,6793.00,6800.00,6791.00,6797.50,12157
3/12/2026,06:45:00,6797.50,6810.50,6797.50,6807.25,14069
3/12/2026,07:00:00,6807.50,6807.50,6791.75,6792.50,13714
3/12/2026,07:15:00,6792.75,6794.00,6779.75,6786.25,21560
3/12/2026,07:30:00,6786.50,6790.00,6782.50,6789.50,12977
3/12/2026,07:45:00,6789.25,6790.00,6779.00,6783.75,14999
3/12/2026,08:00:00,6783.50,6787.50,6779.50,6787.50,16362
3/12/2026,08:15:00,6787.25,6791.00,6779.50,6779.75,20926
3/12/2026,08:30:00,6779.50,6782.25,6768.50,6776.50,54467
3/12/2026,08:45:00,6776.50,6781.75,6764.00,6768.25,124739
3/12/2026,09:00:00,6768.00,6774.50,6746.75,6753.50,119367
3/12/2026,09:15:00,6753.75,6776.75,6753.25,6775.25,99817
3/12/2026,09:30:00,6775.50,6777.50,6745.50,6745.75,81503
3/12/2026,09:45:00,6746.00,6756.50,6737.75,6754.75,93944
3/12/2026,10:00:00,6754.75,6771.00,6745.75,6750.25,107140
3/12/2026,10:15:00,6750.50,6753.50,6734.25,6739.00,66101
3/12/2026,10:30:00,6738.75,6752.75,6735.75,6747.00,53621
3/12/2026,10:45:00,6747.00,6768.75,6737.50,6763.50,118197
3/12/2026,11:00:00,6763.50,6765.75,6750.25,6758.75,69650
3/12/2026,11:15:00,6758.75,6768.75,6742.50,6754.75,73602
3/12/2026,11:30:00,6754.50,6779.00,6752.00,6754.00,87857
3/12/2026,11:45:00,6753.75,6768.50,6748.75,6762.50,67294
3/12/2026,12:00:00,6762.50,6763.75,6746.00,6754.00,56000
3/12/2026,12:15:00,6754.00,6769.00,6751.75,6752.75,44437
3/12/2026,12:30:00,6752.75,6759.75,6745.00,6751.50,42655
3/12/2026,12:45:00,6751.50,6763.75,6750.25,6751.25,37084
3/12/2026,13:00:00,6751.25,6754.00,6738.50,6747.50,42632
3/12/2026,13:15:00,6747.50,6757.75,6747.50,6754.75,35610
3/12/2026,13:30:00,6755.25,6758.25,6742.50,6747.75,37898
3/12/2026,13:45:00,6747.75,6750.75,6740.75,6742.75,27615
3/12/2026,14:00:00,6742.50,6747.75,6737.75,6739.00,26981
3/12/2026,14:15:00,6739.00,6746.50,6734.50,6741.25,45930
3/12/2026,14:30:00,6741.00,6749.75,6739.00,6746.00,29042
3/12/2026,14:45:00,6745.75,6752.50,6736.25,6738.00,36358
3/12/2026,15:00:00,6738.00,6738.25,6724.75,6726.00,61607
3/12/2026,15:15:00,6726.00,6732.75,6721.50,6725.75,24869
3/12/2026,15:30:00,6726.25,6733.25,6724.75,6730.00,8279
3/12/2026,15:45:00,6730.00,6733.25,6728.50,6731.75,4454
3/12/2026,16:00:00,6732.00,6737.25,6731.25,6735.00,4716
3/12/2026,17:15:00,6735.00,6738.75,6728.50,6731.75,9576
3/12/2026,17:30:00,6731.75,6737.25,6727.25,6737.00,7820
3/12/2026,17:45:00,6736.75,6743.25,6735.50,6741.00,8783
3/12/2026,18:00:00,6741.00,6743.00,6737.50,6740.75,6502
3/12/2026,18:15:00,6740.75,6745.75,6739.75,6740.50,7281
3/12/2026,18:30:00,6740.50,6741.00,6735.75,6739.25,6053
3/12/2026,18:45:00,6739.25,6741.75,6734.50,6738.25,6306
3/12/2026,19:00:00,6738.25,6738.50,6729.25,6730.00,7268
3/12/2026,19:15:00,6729.75,6742.25,6720.50,6742.00,15597
3/12/2026,19:30:00,6742.25,6756.25,6742.25,6751.50,16572
3/12/2026,19:45:00,6751.75,6757.25,6750.75,6751.50,8920
3/12/2026,20:00:00,6751.50,6755.00,6748.50,6752.25,6626
3/12/2026,20:15:00,6752.25,6761.25,6752.25,6757.25,9484
3/12/2026,20:30:00,6757.50,6759.25,6754.25,6756.00,4708
3/12/2026,20:45:00,6756.00,6757.50,6752.50,6753.50,3663
3/12/2026,21:00:00,6753.50,6754.50,6750.00,6752.50,4394
3/12/2026,21:15:00,6752.75,6757.00,6751.25,6751.50,4544
3/12/2026,21:30:00,6751.50,6752.75,6749.25,6750.00,3220
3/12/2026,21:45:00,6750.00,6753.25,6746.75,6747.50,4311
3/12/2026,22:00:00,6747.50,6750.00,6745.75,6747.25,3206
3/12/2026,22:15:00,6747.25,6750.75,6744.50,6744.50,4068
3/12/2026,22:30:00,6744.75,6749.00,6743.00,6746.75,3607
3/12/2026,22:45:00,6746.50,6749.00,6743.25,6748.00,3662
3/12/2026,23:00:00,6747.75,6752.50,6747.75,6751.50,2685
3/12/2026,23:15:00,6751.50,6752.25,6747.25,6747.50,2288
3/12/2026,23:30:00,6747.75,6748.50,6741.00,6742.00,3419
3/12/2026,23:45:00,6742.25,6743.50,6738.00,6743.25,3461
3/13/2026,00:00:00,6743.25,6743.50,6739.50,6741.50,1714
3/13/2026,00:15:00,6741.50,6743.00,6736.75,6738.00,2457
3/13/2026,00:30:00,6738.00,6743.75,6737.25,6743.00,2685
3/13/2026,00:45:00,6743.00,6746.75,6741.00,6741.50,2802
3/13/2026,01:00:00,6741.50,6744.25,6740.50,6743.50,1581
3/13/2026,01:15:00,6743.25,6745.00,6738.75,6740.75,2583
3/13/2026,01:30:00,6740.75,6741.00,6731.00,6733.50,4420
3/13/2026,01:45:00,6733.75,6735.00,6725.50,6726.50,5177
3/13/2026,02:00:00,6726.00,6727.00,6717.25,6718.00,6639
3/13/2026,02:15:00,6717.75,6719.75,6704.25,6705.50,12067
3/13/2026,02:30:00,6705.50,6711.25,6700.25,6709.75,10224
3/13/2026,02:45:00,6709.75,6714.25,6707.50,6709.75,9557
3/13/2026,03:00:00,6709.75,6710.50,6700.75,6705.75,7869
3/13/2026,03:15:00,6706.00,6708.50,6690.25,6692.75,25386
3/13/2026,03:30:00,6692.75,6700.50,6689.75,6694.25,15224
3/13/2026,03:45:00,6694.00,6711.25,6694.00,6707.00,15826
3/13/2026,04:00:00,6707.00,6722.00,6704.00,6719.00,14550
3/13/2026,04:15:00,6719.25,6733.50,6718.75,6723.75,29898
3/13/2026,04:30:00,6723.75,6727.00,6719.50,6723.75,10638
3/13/2026,04:45:00,6723.75,6726.50,6720.50,6725.50,12299
3/13/2026,05:00:00,6725.00,6730.50,6722.25,6724.00,9299
3/13/2026,05:15:00,6724.50,6738.50,6723.00,6737.75,13280
3/13/2026,05:30:00,6738.00,6744.00,6735.25,6736.50,9985
3/13/2026,05:45:00,6736.75,6737.50,6732.25,6734.50,7856
3/13/2026,06:00:00,6734.50,6744.25,6733.00,6743.75,22823
3/13/2026,06:15:00,6743.50,6751.50,6740.75,6744.00,23287
3/13/2026,06:30:00,6744.25,6753.00,6740.25,6747.75,17492
3/13/2026,06:45:00,6747.50,6752.00,6745.00,6751.50,12467
3/13/2026,07:00:00,6751.50,6757.00,6749.00,6756.00,13450
3/13/2026,07:15:00,6756.00,6759.75,6748.75,6753.00,15293
3/13/2026,07:30:00,6753.00,6755.25,6747.50,6754.25,11860
3/13/2026,07:45:00,6753.50,6760.25,6749.25,6755.75,19197
3/13/2026,08:00:00,6755.50,6775.00,6755.00,6760.00,45658
3/13/2026,08:15:00,6760.00,6762.75,6752.25,6757.75,28497
3/13/2026,08:30:00,6758.00,6762.50,6755.00,6756.50,19650
3/13/2026,08:45:00,6756.25,6783.75,6753.25,6783.25,105795
3/13/2026,09:00:00,6783.00,6787.25,6767.50,6769.00,105172
3/13/2026,09:15:00,6769.00,6776.25,6751.25,6752.25,84840
3/13/2026,09:30:00,6752.25,6756.25,6740.75,6752.25,92197
3/13/2026,09:45:00,6752.25,6766.25,6735.75,6736.50,99211
3/13/2026,10:00:00,6736.50,6739.75,6713.25,6716.75,110793
3/13/2026,10:15:00,6716.75,6733.00,6708.75,6732.00,92304
3/13/2026,10:30:00,6732.00,6732.75,6708.00,6709.25,68537
3/13/2026,10:45:00,6709.25,6717.00,6696.75,6700.00,81976
3/13/2026,11:00:00,6699.75,6715.50,6694.25,6697.25,83225
3/13/2026,11:15:00,6697.00,6713.25,6696.75,6703.25,59169
3/13/2026,11:30:00,6703.25,6709.50,6698.00,6706.75,50474
3/13/2026,11:45:00,6706.75,6716.25,6700.75,6701.00,62708
3/13/2026,12:00:00,6701.25,6713.75,6695.00,6697.00,56062
3/13/2026,12:15:00,6697.00,6711.25,6694.75,6711.00,40795
3/13/2026,12:30:00,6711.25,6714.75,6701.25,6707.25,46501
3/13/2026,12:45:00,6707.00,6708.75,6698.00,6702.75,43704
3/13/2026,13:00:00,6702.75,6705.25,6684.25,6689.50,52525
3/13/2026,13:15:00,6689.75,6698.75,6689.00,6697.25,36908
3/13/2026,13:30:00,6697.00,6700.75,6688.00,6696.75,37287
3/13/2026,13:45:00,6696.75,6709.25,6694.50,6708.00,38874
3/13/2026,14:00:00,6707.75,6711.75,6702.75,6705.50,33942
3/13/2026,14:15:00,6705.50,6705.75,6696.00,6698.50,33920
3/13/2026,14:30:00,6698.75,6702.75,6684.75,6687.00,44030
3/13/2026,14:45:00,6686.75,6693.25,6676.75,6680.25,45491
3/13/2026,15:00:00,6680.25,6688.50,6677.00,6686.75,61376
3/13/2026,15:15:00,6686.75,6687.75,6677.75,6680.75,20031
3/13/2026,15:30:00,6680.50,6683.75,6679.75,6681.75,7866
3/13/2026,15:45:00,6682.00,6686.50,6681.75,6683.00,4960
3/13/2026,16:00:00,6683.00,6683.75,6674.75,6675.00,7187
3/15/2026,17:15:00,6661.25,6691.75,6658.00,6672.00,6339
3/15/2026,17:30:00,6672.25,6677.50,6665.75,6674.75,3420
3/15/2026,17:45:00,6675.00,6690.75,6670.00,6687.75,5553
3/15/2026,18:00:00,6687.75,6708.00,6685.50,6705.75,8451
3/15/2026,18:15:00,6705.50,6712.50,6695.00,6701.00,9597
3/15/2026,18:30:00,6700.75,6702.25,6694.75,6695.75,3490
3/15/2026,18:45:00,6696.00,6700.00,6690.50,6696.25,3735
3/15/2026,19:00:00,6696.50,6702.25,6696.25,6698.50,4017
3/15/2026,19:15:00,6698.75,6718.00,6698.00,6715.25,8992
3/15/2026,19:30:00,6715.50,6719.25,6708.00,6709.75,4778
3/15/2026,19:45:00,6709.50,6714.75,6708.00,6711.25,3174
3/15/2026,20:00:00,6711.25,6717.25,6709.25,6714.00,3365
3/15/2026,20:15:00,6714.75,6718.00,6709.50,6711.50,4004
3/15/2026,20:30:00,6711.75,6718.00,6711.00,6711.50,3552
3/15/2026,20:45:00,6711.25,6713.25,6705.75,6708.50,4737
3/15/2026,21:00:00,6709.25,6721.25,6709.00,6719.00,3896
3/15/2026,21:15:00,6719.00,6719.50,6713.25,6714.25,2411
3/15/2026,21:30:00,6714.75,6716.25,6710.00,6711.00,2444
3/15/2026,21:45:00,6711.00,6712.00,6708.00,6710.00,1560
3/15/2026,22:00:00,6710.00,6714.50,6708.75,6711.00,1980
3/15/2026,22:15:00,6711.50,6714.25,6711.25,6713.00,1219
3/15/2026,22:30:00,6713.00,6717.00,6712.25,6716.75,1426
3/15/2026,22:45:00,6716.75,6719.50,6716.25,6719.00,1888
3/15/2026,23:00:00,6719.25,6724.00,6718.25,6722.50,2248
3/15/2026,23:15:00,6722.50,6723.25,6721.00,6721.25,1439
3/15/2026,23:30:00,6721.25,6725.75,6721.25,6722.00,2029
3/15/2026,23:45:00,6721.75,6721.75,6718.00,6718.50,1286
3/16/2026,00:00:00,6718.50,6720.75,6715.25,6715.75,1820
3/16/2026,00:15:00,6715.50,6720.25,6715.25,6719.75,1328
3/16/2026,00:30:00,6719.50,6720.00,6716.25,6717.50,1376
3/16/2026,00:45:00,6717.50,6723.50,6715.75,6722.25,1902
3/16/2026,01:00:00,6722.25,6728.75,6722.25,6727.75,2489
3/16/2026,01:15:00,6727.75,6730.25,6726.25,6727.75,3242
3/16/2026,01:30:00,6727.75,6728.50,6722.00,6722.75,1845
3/16/2026,01:45:00,6723.00,6726.50,6722.75,6724.00,1390
3/16/2026,02:00:00,6724.25,6729.75,6723.25,6729.00,1713
3/16/2026,02:15:00,6729.25,6733.00,6723.25,6723.50,4387
3/16/2026,02:30:00,6723.75,6724.50,6718.75,6719.75,2948
3/16/2026,02:45:00,6719.75,6722.75,6711.50,6715.00,5005
3/16/2026,03:00:00,6715.00,6720.75,6712.25,6714.50,3383
3/16/2026,03:15:00,6714.50,6729.25,6713.75,6719.25,7696
3/16/2026,03:30:00,6719.00,6726.25,6713.50,6719.25,7263
3/16/2026,03:45:00,6719.25,6723.25,6710.75,6711.75,5302
3/16/2026,04:00:00,6712.00,6720.25,6709.50,6716.50,5233
3/16/2026,04:15:00,6716.50,6718.00,6705.50,6714.50,5170
3/16/2026,04:30:00,6714.50,6716.50,6710.25,6712.25,4468
3/16/2026,04:45:00,6712.25,6712.25,6704.00,6704.50,5400
3/16/2026,05:00:00,6704.50,6713.50,6702.00,6706.50,5126
3/16/2026,05:15:00,6706.25,6716.50,6705.25,6715.00,5404
3/16/2026,05:30:00,6715.00,6729.00,6714.50,6726.00,6199
3/16/2026,05:45:00,6726.00,6728.75,6720.50,6723.75,7423
3/16/2026,06:00:00,6723.50,6736.25,6721.75,6735.00,6851
3/16/2026,06:15:00,6735.00,6736.00,6728.75,6731.50,6425
3/16/2026,06:30:00,6731.50,6734.50,6726.00,6727.50,4906
3/16/2026,06:45:00,6727.50,6740.25,6726.50,6739.00,7457
3/16/2026,07:00:00,6738.75,6740.75,6734.50,6738.25,5228
3/16/2026,07:15:00,6738.00,6751.75,6738.00,6750.00,8195
3/16/2026,07:30:00,6749.75,6751.75,6743.25,6746.25,7820
3/16/2026,07:45:00,6746.00,6752.25,6745.50,6750.75,9321
3/16/2026,08:00:00,6750.75,6754.00,6742.25,6744.25,10605
3/16/2026,08:15:00,6744.50,6750.25,6743.75,6745.25,8566
3/16/2026,08:30:00,6745.25,6749.25,6743.00,6746.75,8840
3/16/2026,08:45:00,6746.75,6761.50,6740.50,6760.50,43529
3/16/2026,09:00:00,6760.25,6773.00,6758.50,6772.00,49505
3/16/2026,09:15:00,6772.00,6778.50,6763.75,6771.00,44883
3/16/2026,09:30:00,6770.75,6778.25,6766.75,6767.25,35449
3/16/2026,09:45:00,6767.00,6768.00,6744.00,6745.75,52979
3/16/2026,10:00:00,6745.75,6762.50,6739.25,6762.25,48654
3/16/2026,10:15:00,6762.25,6763.00,6749.75,6757.75,32166
3/16/2026,10:30:00,6758.00,6767.50,6752.00,6764.75,24778
3/16/2026,10:45:00,6764.50,6770.75,6761.25,6762.75,21604
3/16/2026,11:00:00,6762.75,6767.25,6748.25,6748.25,28856
3/16/2026,11:15:00,6748.50,6755.75,6745.25,6752.50,27511
3/16/2026,11:30:00,6752.25,6754.75,6734.75,6738.00,35587
3/16/2026,11:45:00,6737.75,6752.75,6734.50,6750.00,31722
3/16/2026,12:00:00,6750.25,6754.75,6746.00,6748.00,20709
3/16/2026,12:15:00,6748.25,6760.75,6748.00,6757.75,37603
3/16/2026,12:30:00,6757.75,6762.00,6753.00,6756.25,16968
3/16/2026,12:45:00,6756.25,6759.75,6750.00,6750.50,15443
3/16/2026,13:00:00,6751.00,6756.25,6743.50,6751.25,18800
3/16/2026,13:15:00,6751.25,6761.75,6750.25,6759.25,23926
3/16/2026,13:30:00,6759.50,6765.00,6758.75,6762.00,21154
3/16/2026,13:45:00,6762.00,6766.50,6760.00,6765.75,14511
3/16/2026,14:00:00,6766.00,6767.00,6758.75,6760.00,14128
3/16/2026,14:15:00,6759.75,6784.75,6756.25,6762.25,55371
3/16/2026,14:30:00,6762.25,6767.25,6750.50,6756.25,46552
3/16/2026,14:45:00,6756.50,6757.75,6747.75,6749.50,30732
3/16/2026,15:00:00,6749.50,6756.50,6747.75,6753.75,35935
3/16/2026,15:15:00,6753.75,6758.25,6751.25,6757.00,10217
3/16/2026,15:30:00,6756.75,6757.75,6748.00,6748.25,4917
3/16/2026,15:45:00,6748.50,6751.50,6746.75,6748.00,3850
3/16/2026,16:00:00,6748.50,6751.75,6747.25,6750.25,3827
3/16/2026,17:15:00,6750.25,6751.50,6743.50,6748.50,4587
3/16/2026,17:30:00,6748.00,6751.75,6744.25,6750.00,4752
3/16/2026,17:45:00,6749.50,6750.25,6744.00,6744.75,3964
3/16/2026,18:00:00,6744.75,6745.50,6743.00,6744.00,2561
3/16/2026,18:15:00,6744.00,6747.75,6744.00,6745.75,4088
3/16/2026,18:30:00,6745.75,6747.75,6743.75,6747.50,2797
3/16/2026,18:45:00,6747.50,6751.50,6746.50,6749.50,3612
3/16/2026,19:00:00,6749.75,6752.75,6748.00,6752.25,2647
3/16/2026,19:15:00,6752.25,6752.50,6744.00,6746.00,5899
3/16/2026,19:30:00,6745.75,6747.00,6738.00,6740.75,5394
3/16/2026,19:45:00,6740.75,6746.75,6738.00,6739.25,4691
3/16/2026,20:00:00,6739.00,6741.00,6734.25,6736.25,5137
3/16/2026,20:15:00,6736.00,6742.00,6735.50,6740.00,3826
3/16/2026,20:30:00,6740.00,6741.00,6737.00,6739.75,3135
3/16/2026,20:45:00,6740.00,6743.75,6736.75,6739.00,4855
3/16/2026,21:00:00,6739.00,6742.75,6736.50,6741.75,2833
3/16/2026,21:15:00,6742.00,6742.25,6737.75,6739.75,2653
3/16/2026,21:30:00,6740.00,6740.75,6737.50,6739.00,1818
3/16/2026,21:45:00,6739.00,6741.50,6738.25,6739.25,1614
3/16/2026,22:00:00,6739.00,6739.25,6732.25,6733.00,2796
3/16/2026,22:15:00,6732.75,6734.75,6731.50,6734.75,2336
3/16/2026,22:30:00,6734.75,6738.25,6734.75,6735.75,2211
3/16/2026,22:45:00,6735.50,6737.00,6730.75,6733.00,2576
3/16/2026,23:00:00,6732.75,6734.25,6731.50,6732.75,1593
3/16/2026,23:15:00,6732.75,6734.50,6731.75,6734.00,1360
3/16/2026,23:30:00,6734.25,6736.75,6733.50,6735.50,1659
3/16/2026,23:45:00,6735.75,6740.75,6735.75,6740.50,2213
3/17/2026,00:00:00,6740.50,6744.50,6740.25,6741.75,2789
3/17/2026,00:15:00,6741.75,6744.25,6740.50,6743.75,1973
3/17/2026,00:30:00,6744.00,6744.75,6742.25,6742.50,1074
3/17/2026,00:45:00,6742.75,6743.75,6737.50,6737.75,1911
3/17/2026,01:00:00,6737.75,6738.00,6722.75,6723.25,5751
3/17/2026,01:15:00,6723.25,6724.75,6715.75,6718.50,8654
3/17/2026,01:30:00,6718.75,6725.50,6717.50,6723.25,4792
3/17/2026,01:45:00,6723.00,6725.00,6720.25,6723.25,3176
3/17/2026,02:00:00,6723.50,6723.50,6718.75,6721.50,2427
3/17/2026,02:15:00,6721.25,6724.75,6717.50,6722.50,4271
3/17/2026,02:30:00,6722.50,6731.75,6721.25,6731.25,6079
3/17/2026,02:45:00,6731.00,6735.50,6729.00,6729.25,5020
3/17/2026,03:00:00,6729.25,6729.50,6723.75,6726.25,4151
3/17/2026,03:15:00,6726.00,6734.25,6723.25,6725.25,12449
3/17/2026,03:30:00,6725.00,6731.75,6722.75,6723.75,10294
3/17/2026,03:45:00,6723.75,6733.75,6719.25,6731.50,10747
3/17/2026,04:00:00,6731.50,6733.50,6722.25,6728.25,8572
3/17/2026,04:15:00,6728.00,6736.00,6728.00,6734.25,8837
3/17/2026,04:30:00,6734.25,6747.25,6731.50,6746.00,10013
3/17/2026,04:45:00,6746.25,6748.25,6741.50,6745.50,8552
3/17/2026,05:00:00,6745.75,6748.00,6743.00,6747.50,5886
3/17/2026,05:15:00,6747.50,6747.75,6740.50,6742.00,6657
3/17/2026,05:30:00,6741.75,6741.75,6735.00,6739.00,5362
3/17/2026,05:45:00,6738.75,6745.25,6737.50,6742.25,6005
3/17/2026,06:00:00,6742.25,6746.50,6740.75,6746.25,5566
3/17/2026,06:15:00,6746.00,6749.75,6743.50,6744.75,8585
3/17/2026,06:30:00,6744.75,6751.25,6742.75,6748.00,6466
3/17/2026,06:45:00,6748.00,6751.25,6745.25,6749.00,9186
3/17/2026,07:00:00,6748.75,6750.25,6741.50,6742.50,8092
3/17/2026,07:15:00,6742.50,6762.00,6742.25,6760.25,14988
3/17/2026,07:30:00,6760.50,6766.50,6758.50,6765.25,11757
3/17/2026,07:45:00,6765.50,6774.00,6765.25,6771.50,14362
3/17/2026,08:00:00,6771.50,6772.25,6767.50,6771.75,7874
3/17/2026,08:15:00,6771.75,6781.00,6771.50,6780.50,13299
3/17/2026,08:30:00,6780.25,6791.25,6778.50,6787.75,19443
3/17/2026,08:45:00,6788.00,6804.50,6783.25,6799.25,62315
3/17/2026,09:00:00,6799.25,6808.50,6797.75,6803.25,44508
3/17/2026,09:15:00,6803.00,6803.50,6786.75,6786.75,55016
3/17/2026,09:30:00,6786.75,6793.25,6779.25,6789.75,58537
3/17/2026,09:45:00,6789.75,6798.00,6785.50,6797.00,49236
3/17/2026,10:00:00,6797.00,6798.75,6792.75,6794.50,28495
3/17/2026,10:15:00,6794.25,6797.00,6780.25,6783.00,43638
3/17/2026,10:30:00,6783.00,6791.00,6780.00,6780.00,46847
3/17/2026,10:45:00,6780.25,6786.00,6766.75,6776.00,53788
3/17/2026,11:00:00,6775.75,6780.50,6772.00,6773.75,34374
3/17/2026,11:15:00,6774.00,6776.50,6764.25,6771.00,48635
3/17/2026,11:30:00,6770.75,6779.75,6769.50,6776.25,28948
3/17/2026,11:45:00,6776.25,6779.50,6771.00,6779.25,29843
3/17/2026,12:00:00,6779.50,6780.50,6773.00,6773.50,20842
3/17/2026,12:15:00,6773.50,6783.50,6773.00,6780.00,25458
3/17/2026,12:30:00,6779.75,6781.25,6775.25,6779.50,15055
3/17/2026,12:45:00,6779.25,6784.50,6776.00,6777.25,21460
3/17/2026,13:00:00,6777.25,6783.75,6774.00,6781.25,21245
3/17/2026,13:15:00,6781.25,6787.50,6778.25,6783.00,20562
3/17/2026,13:30:00,6783.00,6784.00,6772.50,6773.00,23125
3/17/2026,13:45:00,6773.00,6776.25,6771.25,6772.50,17504
3/17/2026,14:00:00,6772.75,6778.75,6772.25,6775.25,16313
3/17/2026,14:15:00,6775.25,6777.50,6770.25,6776.25,18459
3/17/2026,14:30:00,6776.25,6780.50,6773.75,6774.50,19111
3/17/2026,14:45:00,6774.50,6777.00,6771.50,6772.50,14393
3/17/2026,15:00:00,6772.75,6776.75,6769.00,6772.00,34959
3/17/2026,15:15:00,6772.00,6774.50,6769.75,6774.00,9035
3/17/2026,15:30:00,6774.25,6774.75,6772.25,6774.25,2937
3/17/2026,15:45:00,6774.25,6775.75,6774.00,6775.00,2366
3/17/2026,16:00:00,6775.00,6776.25,6772.50,6774.25,3530
3/17/2026,17:15:00,6774.75,6775.25,6769.00,6771.25,3377
3/17/2026,17:30:00,6771.50,6771.50,6767.75,6769.50,4052
3/17/2026,17:45:00,6769.75,6771.00,6765.00,6766.50,4236
3/17/2026,18:00:00,6766.25,6769.00,6764.75,6768.00,3275
3/17/2026,18:15:00,6768.25,6769.25,6765.75,6768.00,3739
3/17/2026,18:30:00,6767.75,6771.50,6767.00,6767.25,3521
3/17/2026,18:45:00,6767.00,6769.00,6765.00,6766.50,2877
3/17/2026,19:00:00,6766.50,6767.75,6765.75,6766.50,1584
3/17/2026,19:15:00,6766.50,6776.25,6765.00,6776.00,6296
3/17/2026,19:30:00,6775.75,6776.75,6772.25,6774.00,4081
3/17/2026,19:45:00,6774.25,6776.50,6772.75,6776.25,2253
3/17/2026,20:00:00,6776.00,6781.50,6775.75,6780.50,4921
3/17/2026,20:15:00,6780.75,6785.00,6780.75,6783.75,5406
3/17/2026,20:30:00,6783.75,6786.75,6783.25,6785.00,4061
3/17/2026,20:45:00,6785.00,6786.50,6784.00,6785.75,2520
3/17/2026,21:00:00,6785.75,6786.25,6782.50,6785.75,3924
3/17/2026,21:15:00,6786.00,6789.25,6785.50,6788.50,4118
3/17/2026,21:30:00,6788.50,6793.00,6787.75,6791.75,4779
3/17/2026,21:45:00,6792.00,6794.50,6791.75,6792.00,3596
3/17/2026,22:00:00,6792.25,6793.75,6791.00,6792.25,2557
3/17/2026,22:15:00,6792.00,6793.25,6790.25,6793.00,2486
3/17/2026,22:30:00,6793.25,6794.50,6792.00,6792.75,2192
